['CACM-0001', 41]
['CACM-0247', 20]
['CACM-0248', 64]
['CACM-0249', 119]
['CACM-0250', 32]
['CACM-0251', 56]
['CACM-0252', 65]
['CACM-0253', 27]
['CACM-0254', 130]
['CACM-0255', 18]
['CACM-0256', 22]
['CACM-0257', 20]
['CACM-0258', 20]
['CACM-0259', 20]
['CACM-0260', 20]
['CACM-0261', 17]
['CACM-0262', 18]
['CACM-0263', 21]
['CACM-0264', 23]
['CACM-0265', 54]
['CACM-0266', 23]
['CACM-0267', 41]
['CACM-0268', 22]
['CACM-0269', 20]
['CACM-0270', 23]
['CACM-0271', 34]
['CACM-0272', 104]
['CACM-0273', 32]
['CACM-0274', 37]
['CACM-0275', 23]
['CACM-0276', 61]
['CACM-0277', 24]
['CACM-0278', 105]
['CACM-0279', 24]
['CACM-0280', 22]
['CACM-0281', 54]
['CACM-0282', 88]
['CACM-0283', 19]
['CACM-0284', 115]
['CACM-0285', 22]
['CACM-0286', 23]
['CACM-0287', 21]
['CACM-0288', 86]
['CACM-0289', 20]
['CACM-0290', 19]
['CACM-0291', 22]
['CACM-0292', 32]
['CACM-0293', 24]
['CACM-0294', 18]
['CACM-0295', 23]
['CACM-0296', 26]
['CACM-0297', 26]
['CACM-0298', 78]
['CACM-0299', 27]
['CACM-0300', 53]
['CACM-0301', 22]
['CACM-0302', 18]
['CACM-0303', 59]
['CACM-0304', 24]
['CACM-0305', 17]
['CACM-0306', 17]
['CACM-0307', 35]
['CACM-0308', 48]
['CACM-0309', 45]
['CACM-0310', 30]
['CACM-0311', 28]
['CACM-0312', 20]
['CACM-0313', 23]
['CACM-0314', 24]
['CACM-0315', 19]
['CACM-0316', 86]
['CACM-0317', 28]
['CACM-0318', 21]
['CACM-0319', 76]
['CACM-0320', 89]
['CACM-0321', 189]
['CACM-0322', 97]
['CACM-0323', 32]
['CACM-0324', 36]
['CACM-0325', 23]
['CACM-0326', 18]
['CACM-0327', 31]
['CACM-0328', 18]
['CACM-0329', 84]
['CACM-0330', 24]
['CACM-0331', 24]
['CACM-0332', 68]
['CACM-0333', 31]
['CACM-0334', 23]
['CACM-0335', 63]
['CACM-0336', 28]
['CACM-0337', 21]
['CACM-0338', 19]
['CACM-0339', 24]
['CACM-0340', 21]
['CACM-0341', 18]
['CACM-0342', 22]
['CACM-0343', 24]
['CACM-0344', 21]
['CACM-0345', 23]
['CACM-0346', 24]
['CACM-0347', 24]
['CACM-0348', 23]
['CACM-0349', 20]
['CACM-0350', 27]
['CACM-0351', 25]
['CACM-0352', 20]
['CACM-0353', 22]
['CACM-0354', 29]
['CACM-0355', 22]
['CACM-0356', 18]
['CACM-0357', 21]
['CACM-0358', 22]
['CACM-0359', 18]
['CACM-0360', 29]
['CACM-0361', 24]
['CACM-0362', 21]
['CACM-0363', 21]
['CACM-0364', 42]
['CACM-0365', 23]
['CACM-0366', 22]
['CACM-0367', 66]
['CACM-0368', 22]
['CACM-0369', 20]
['CACM-0370', 18]
['CACM-0371', 24]
['CACM-0372', 18]
['CACM-0373', 20]
['CACM-0374', 17]
['CACM-0375', 17]
['CACM-0376', 20]
['CACM-0377', 22]
['CACM-0378', 76]
['CACM-0379', 15]
['CACM-0380', 56]
['CACM-0381', 84]
['CACM-0382', 22]
['CACM-0383', 24]
['CACM-0384', 19]
['CACM-0385', 27]
['CACM-0386', 21]
['CACM-0387', 22]
['CACM-0388', 25]
['CACM-0389', 19]
['CACM-0390', 24]
['CACM-0391', 20]
['CACM-0392', 21]
['CACM-0393', 29]
['CACM-0394', 19]
['CACM-0395', 16]
['CACM-0396', 89]
['CACM-0397', 93]
['CACM-0398', 87]
['CACM-0399', 43]
['CACM-0400', 40]
['CACM-0401', 27]
['CACM-0402', 28]
['CACM-0403', 27]
['CACM-0404', 110]
['CACM-0405', 74]
['CACM-0406', 48]
['CACM-0407', 58]
['CACM-0408', 35]
['CACM-0409', 94]
['CACM-0410', 81]
['CACM-0411', 25]
['CACM-0412', 25]
['CACM-0413', 23]
['CACM-0414', 44]
['CACM-0415', 28]
['CACM-0416', 28]
['CACM-0417', 80]
['CACM-0418', 18]
['CACM-0419', 20]
['CACM-0420', 18]
['CACM-0421', 31]
['CACM-0422', 18]
['CACM-0423', 19]
['CACM-0424', 19]
['CACM-0425', 19]
['CACM-0426', 21]
['CACM-0427', 17]
['CACM-0428', 19]
['CACM-0429', 41]
['CACM-0430', 18]
['CACM-0431', 19]
['CACM-0432', 21]
['CACM-0433', 20]
['CACM-0434', 22]
['CACM-0435', 137]
['CACM-0436', 27]
['CACM-0437', 67]
['CACM-0438', 51]
['CACM-0439', 28]
['CACM-0440', 104]
['CACM-0441', 113]
['CACM-0442', 22]
['CACM-0443', 23]
['CACM-0444', 21]
['CACM-0445', 18]
['CACM-0446', 19]
['CACM-0447', 20]
['CACM-0448', 19]
['CACM-0449', 18]
['CACM-0450', 26]
['CACM-0451', 23]
['CACM-0452', 23]
['CACM-0453', 20]
['CACM-0454', 31]
['CACM-0455', 20]
['CACM-0456', 20]
['CACM-0457', 21]
['CACM-0458', 22]
['CACM-0459', 19]
['CACM-0460', 18]
['CACM-0461', 25]
['CACM-0462', 106]
['CACM-0463', 111]
['CACM-0464', 172]
['CACM-0465', 18]
['CACM-0466', 19]
['CACM-0467', 21]
['CACM-0468', 20]
['CACM-0469', 19]
['CACM-0470', 20]
['CACM-0471', 18]
['CACM-0472', 21]
['CACM-0473', 17]
['CACM-0474', 25]
['CACM-0475', 25]
['CACM-0476', 21]
['CACM-0477', 24]
['CACM-0478', 17]
['CACM-0479', 57]
['CACM-0480', 22]
['CACM-0481', 29]
['CACM-0482', 22]
['CACM-0483', 159]
['CACM-0484', 19]
['CACM-0485', 27]
['CACM-0486', 19]
['CACM-0487', 16]
['CACM-0488', 27]
['CACM-0489', 24]
['CACM-0490', 20]
['CACM-0491', 77]
['CACM-0492', 88]
['CACM-0493', 35]
['CACM-0494', 32]
['CACM-0495', 89]
['CACM-0496', 25]
['CACM-0497', 115]
['CACM-0498', 20]
['CACM-0499', 19]
['CACM-0500', 18]
['CACM-0501', 27]
['CACM-0502', 18]
['CACM-0503', 24]
['CACM-0504', 18]
['CACM-0505', 19]
['CACM-0506', 18]
['CACM-0507', 35]
['CACM-0508', 18]
['CACM-0509', 18]
['CACM-0510', 22]
['CACM-0511', 25]
['CACM-0512', 20]
['CACM-0513', 18]
['CACM-0514', 18]
['CACM-0515', 23]
['CACM-0516', 19]
['CACM-0517', 22]
['CACM-0518', 24]
['CACM-0519', 21]
['CACM-0520', 19]
['CACM-0521', 38]
['CACM-0522', 21]
['CACM-0523', 17]
['CACM-0524', 31]
['CACM-0525', 23]
['CACM-0526', 19]
['CACM-0527', 75]
['CACM-0528', 23]
['CACM-0529', 25]
['CACM-0530', 24]
['CACM-0531', 140]
['CACM-0532', 33]
['CACM-0533', 106]
['CACM-0534', 21]
['CACM-0535', 28]
['CACM-0536', 92]
['CACM-0537', 37]
['CACM-0538', 26]
['CACM-0539', 24]
['CACM-0540', 23]
['CACM-0541', 19]
['CACM-0542', 18]
['CACM-0543', 20]
['CACM-0544', 21]
['CACM-0545', 26]
['CACM-0546', 24]
['CACM-0547', 21]
['CACM-0548', 23]
['CACM-0549', 24]
['CACM-0550', 24]
['CACM-0551', 23]
['CACM-0552', 19]
['CACM-0553', 25]
['CACM-0554', 21]
['CACM-0555', 19]
['CACM-0556', 26]
['CACM-0557', 30]
['CACM-0558', 70]
['CACM-0559', 22]
['CACM-0560', 63]
['CACM-0561', 63]
['CACM-0562', 18]
['CACM-0563', 18]
['CACM-0564', 18]
['CACM-0565', 17]
['CACM-0566', 19]
['CACM-0567', 21]
['CACM-0568', 21]
['CACM-0569', 18]
['CACM-0570', 32]
['CACM-0571', 23]
['CACM-0572', 22]
['CACM-0573', 22]
['CACM-0574', 24]
['CACM-0575', 23]
['CACM-0576', 30]
['CACM-0577', 23]
['CACM-0578', 22]
['CACM-0579', 28]
['CACM-0580', 20]
['CACM-0581', 20]
['CACM-0582', 18]
['CACM-0583', 63]
['CACM-0584', 113]
['CACM-0585', 129]
['CACM-0586', 28]
['CACM-0587', 23]
['CACM-0588', 18]
['CACM-0589', 23]
['CACM-0590', 23]
['CACM-0591', 28]
['CACM-0592', 18]
['CACM-0593', 22]
['CACM-0594', 22]
['CACM-0595', 85]
['CACM-0596', 43]
['CACM-0597', 22]
['CACM-0598', 49]
['CACM-0599', 20]
['CACM-0600', 83]
['CACM-0601', 26]
['CACM-0602', 17]
['CACM-0603', 27]
['CACM-0604', 17]
['CACM-0605', 71]
['CACM-0606', 27]
['CACM-0607', 18]
['CACM-0608', 22]
['CACM-0609', 18]
['CACM-0610', 18]
['CACM-0611', 19]
['CACM-0612', 25]
['CACM-0613', 27]
['CACM-0614', 19]
['CACM-0615', 90]
['CACM-0616', 174]
['CACM-0617', 59]
['CACM-0618', 42]
['CACM-0619', 119]
['CACM-0620', 17]
['CACM-0621', 35]
['CACM-0622', 20]
['CACM-0623', 20]
['CACM-0624', 20]
['CACM-0625', 21]
['CACM-0626', 30]
['CACM-0627', 98]
['CACM-0628', 22]
['CACM-0629', 20]
['CACM-0630', 63]
['CACM-0631', 86]
['CACM-0632', 68]
['CACM-0633', 34]
['CACM-0634', 30]
['CACM-0635', 28]
['CACM-0636', 24]
['CACM-0637', 110]
['CACM-0638', 26]
['CACM-0639', 20]
['CACM-0640', 23]
['CACM-0641', 21]
['CACM-0642', 71]
['CACM-0643', 31]
['CACM-0644', 128]
['CACM-0645', 20]
['CACM-0646', 24]
['CACM-0647', 23]
['CACM-0648', 18]
['CACM-0649', 19]
['CACM-0650', 22]
['CACM-0651', 23]
['CACM-0652', 26]
['CACM-0653', 90]
['CACM-0654', 22]
['CACM-0655', 59]
['CACM-0656', 30]
['CACM-0657', 31]
['CACM-0658', 28]
['CACM-0659', 25]
['CACM-0660', 23]
['CACM-0661', 34]
['CACM-0662', 19]
['CACM-0663', 17]
['CACM-0664', 18]
['CACM-0665', 18]
['CACM-0666', 25]
['CACM-0667', 19]
['CACM-0668', 21]
['CACM-0669', 105]
['CACM-0670', 153]
['CACM-0671', 70]
['CACM-0672', 22]
['CACM-0673', 20]
['CACM-0674', 32]
['CACM-0675', 125]
['CACM-0676', 24]
['CACM-0677', 86]
['CACM-0678', 64]
['CACM-0679', 123]
['CACM-0680', 153]
['CACM-0681', 25]
['CACM-0682', 20]
['CACM-0683', 22]
['CACM-0684', 21]
['CACM-0685', 20]
['CACM-0686', 17]
['CACM-0687', 19]
['CACM-0688', 21]
['CACM-0689', 41]
['CACM-0690', 29]
['CACM-0691', 154]
['CACM-0692', 22]
['CACM-0693', 55]
['CACM-0694', 46]
['CACM-0695', 124]
['CACM-0696', 104]
['CACM-0697', 32]
['CACM-0698', 66]
['CACM-0699', 59]
['CACM-0700', 19]
['CACM-0701', 19]
['CACM-0702', 19]
['CACM-0703', 18]
['CACM-0704', 30]
['CACM-0705', 26]
['CACM-0706', 20]
['CACM-0707', 22]
['CACM-0708', 23]
['CACM-0709', 17]
['CACM-0710', 19]
['CACM-0711', 19]
['CACM-0712', 19]
['CACM-0713', 19]
['CACM-0714', 30]
['CACM-0715', 20]
['CACM-0716', 29]
['CACM-0717', 53]
['CACM-0718', 43]
['CACM-0719', 77]
['CACM-0720', 37]
['CACM-0721', 47]
['CACM-0722', 18]
['CACM-0723', 17]
['CACM-0724', 135]
['CACM-0725', 19]
['CACM-0726', 53]
['CACM-0727', 57]
['CACM-0728', 83]
['CACM-0729', 48]
['CACM-0730', 104]
['CACM-0731', 131]
['CACM-0732', 19]
['CACM-0733', 24]
['CACM-0734', 24]
['CACM-0735', 23]
['CACM-0736', 20]
['CACM-0737', 20]
['CACM-0738', 19]
['CACM-0739', 18]
['CACM-0740', 18]
['CACM-0741', 20]
['CACM-0742', 20]
['CACM-0743', 17]
['CACM-0744', 19]
['CACM-0745', 18]
['CACM-0746', 18]
['CACM-0747', 25]
['CACM-0748', 24]
['CACM-0749', 18]
['CACM-0750', 22]
['CACM-0751', 24]
['CACM-0752', 20]
['CACM-0753', 47]
['CACM-0754', 20]
['CACM-0755', 75]
['CACM-0756', 23]
['CACM-0757', 22]
['CACM-0758', 46]
['CACM-0759', 80]
['CACM-0760', 18]
['CACM-0761', 135]
['CACM-0762', 70]
['CACM-0763', 154]
['CACM-0764', 24]
['CACM-0765', 23]
['CACM-0766', 19]
['CACM-0767', 39]
['CACM-0768', 35]
['CACM-0769', 20]
['CACM-0770', 21]
['CACM-0771', 21]
['CACM-0772', 20]
['CACM-0773', 25]
['CACM-0774', 26]
['CACM-0775', 21]
['CACM-0776', 38]
['CACM-0777', 21]
['CACM-0778', 30]
['CACM-0779', 20]
['CACM-0780', 25]
['CACM-0781', 19]
['CACM-0782', 19]
['CACM-0783', 30]
['CACM-0784', 18]
['CACM-0785', 34]
['CACM-0786', 35]
['CACM-0787', 18]
['CACM-0788', 26]
['CACM-0789', 18]
['CACM-0790', 17]
['CACM-0791', 26]
['CACM-0792', 26]
['CACM-0793', 31]
['CACM-0794', 62]
['CACM-0795', 47]
['CACM-0796', 139]
['CACM-0797', 25]
['CACM-0798', 27]
['CACM-0799', 164]
['CACM-0800', 31]
['CACM-0801', 22]
['CACM-0802', 16]
['CACM-0803', 18]
['CACM-0804', 21]
['CACM-0805', 18]
['CACM-0806', 25]
['CACM-0807', 20]
['CACM-0808', 19]
['CACM-0809', 18]
['CACM-0810', 19]
['CACM-0811', 19]
['CACM-0812', 18]
['CACM-0813', 21]
['CACM-0814', 20]
['CACM-0815', 21]
['CACM-0816', 21]
['CACM-0817', 17]
['CACM-0818', 24]
['CACM-0819', 22]
['CACM-0820', 20]
['CACM-0821', 22]
['CACM-0822', 39]
['CACM-0823', 62]
['CACM-0824', 75]
['CACM-0825', 66]
['CACM-0826', 28]
['CACM-0827', 30]
['CACM-0828', 38]
['CACM-0829', 26]
['CACM-0830', 46]
['CACM-0831', 27]
['CACM-0832', 20]
['CACM-0833', 23]
['CACM-0834', 39]
['CACM-0835', 22]
['CACM-0836', 26]
['CACM-0837', 20]
['CACM-0838', 20]
['CACM-0839', 22]
['CACM-0840', 21]
['CACM-0841', 22]
['CACM-0842', 22]
['CACM-0843', 17]
['CACM-0844', 18]
['CACM-0845', 21]
['CACM-0846', 18]
['CACM-0847', 28]
['CACM-0848', 71]
['CACM-0849', 144]
['CACM-0850', 77]
['CACM-0851', 93]
['CACM-0852', 47]
['CACM-0853', 38]
['CACM-0854', 114]
['CACM-0855', 91]
['CACM-0856', 85]
['CACM-0857', 56]
['CACM-0858', 79]
['CACM-0859', 36]
['CACM-0860', 73]
['CACM-0861', 97]
['CACM-0862', 47]
['CACM-0863', 39]
['CACM-0864', 59]
['CACM-0865', 100]
['CACM-0866', 36]
['CACM-0867', 98]
['CACM-0868', 36]
['CACM-0869', 20]
['CACM-0870', 22]
['CACM-0871', 21]
['CACM-0872', 39]
['CACM-0873', 19]
['CACM-0874', 19]
['CACM-0875', 22]
['CACM-0876', 20]
['CACM-0877', 25]
['CACM-0878', 33]
['CACM-0879', 28]
['CACM-0880', 22]
['CACM-0881', 23]
['CACM-0882', 19]
['CACM-0883', 21]
['CACM-0884', 28]
['CACM-0885', 24]
['CACM-0886', 19]
['CACM-0887', 32]
['CACM-0888', 30]
['CACM-0889', 22]
['CACM-0890', 39]
['CACM-0891', 78]
['CACM-0892', 66]
['CACM-0893', 71]
['CACM-0894', 76]
['CACM-0895', 30]
['CACM-0896', 21]
['CACM-0897', 27]
['CACM-0898', 17]
['CACM-0899', 19]
['CACM-0900', 18]
['CACM-0901', 19]
['CACM-0902', 26]
['CACM-0903', 19]
['CACM-0904', 19]
['CACM-0905', 19]
['CACM-0906', 20]
['CACM-0907', 28]
['CACM-0908', 18]
['CACM-0909', 22]
['CACM-0910', 20]
['CACM-0911', 33]
['CACM-0912', 28]
['CACM-0913', 15]
['CACM-0914', 48]
['CACM-0915', 46]
['CACM-0916', 15]
['CACM-0917', 46]
['CACM-0918', 15]
['CACM-0919', 107]
['CACM-0920', 26]
['CACM-0921', 20]
['CACM-0922', 18]
['CACM-0923', 18]
['CACM-0924', 17]
['CACM-0925', 24]
['CACM-0926', 17]
['CACM-0927', 26]
['CACM-0928', 19]
['CACM-0929', 22]
['CACM-0930', 20]
['CACM-0931', 35]
['CACM-0932', 24]
['CACM-0933', 19]
['CACM-0934', 18]
['CACM-0935', 21]
['CACM-0936', 21]
['CACM-0937', 24]
['CACM-0938', 16]
['CACM-0939', 19]
['CACM-0940', 65]
['CACM-0941', 50]
['CACM-0942', 99]
['CACM-0943', 20]
['CACM-0944', 98]
['CACM-0945', 48]
['CACM-0946', 33]
['CACM-0947', 24]
['CACM-0948', 26]
['CACM-0949', 114]
['CACM-0950', 82]
['CACM-0951', 52]
['CACM-0952', 21]
['CACM-0953', 23]
['CACM-0954', 28]
['CACM-0955', 23]
['CACM-0956', 20]
['CACM-0957', 22]
['CACM-0958', 21]
['CACM-0959', 21]
['CACM-0960', 20]
['CACM-0961', 44]
['CACM-0962', 76]
['CACM-0963', 57]
['CACM-0964', 129]
['CACM-0965', 21]
['CACM-0966', 22]
['CACM-0967', 26]
['CACM-0968', 24]
['CACM-0969', 23]
['CACM-0970', 48]
['CACM-0971', 64]
['CACM-0972', 119]
['CACM-0973', 76]
['CACM-0974', 58]
['CACM-0975', 31]
['CACM-0976', 19]
['CACM-0977', 26]
['CACM-0978', 18]
['CACM-0979', 23]
['CACM-0980', 47]
['CACM-0981', 66]
['CACM-0982', 68]
['CACM-0983', 23]
['CACM-0984', 60]
['CACM-0985', 18]
['CACM-0986', 30]
['CACM-0987', 48]
['CACM-0988', 35]
['CACM-0989', 124]
['CACM-0990', 131]
['CACM-0991', 23]
['CACM-0992', 20]
['CACM-0993', 20]
['CACM-0994', 19]
['CACM-0995', 18]
['CACM-0996', 29]
['CACM-0997', 23]
['CACM-0998', 19]
['CACM-0999', 18]
['CACM-1000', 18]
['CACM-1001', 76]
['CACM-1002', 88]
['CACM-1003', 140]
['CACM-1004', 18]
['CACM-1005', 21]
['CACM-1006', 44]
['CACM-1007', 106]
['CACM-1008', 63]
['CACM-1009', 39]
['CACM-1010', 83]
['CACM-1011', 23]
['CACM-1012', 146]
['CACM-1013', 75]
['CACM-1014', 72]
['CACM-1015', 61]
['CACM-1016', 34]
['CACM-1017', 27]
['CACM-1018', 19]
['CACM-1019', 21]
['CACM-1020', 26]
['CACM-1021', 21]
['CACM-1022', 25]
['CACM-1023', 33]
['CACM-1024', 62]
['CACM-1025', 85]
['CACM-1026', 72]
['CACM-1027', 19]
['CACM-1028', 93]
['CACM-1029', 123]
['CACM-1030', 70]
['CACM-1031', 41]
['CACM-1032', 104]
['CACM-1033', 104]
['CACM-1034', 69]
['CACM-1035', 75]
['CACM-1036', 21]
['CACM-1037', 30]
['CACM-1038', 23]
['CACM-1039', 23]
['CACM-1040', 39]
['CACM-1041', 19]
['CACM-1042', 22]
['CACM-1043', 57]
['CACM-1044', 49]
['CACM-1045', 53]
['CACM-1046', 164]
['CACM-1047', 58]
['CACM-1048', 73]
['CACM-1049', 73]
['CACM-1050', 65]
['CACM-1051', 162]
['CACM-1052', 71]
['CACM-1053', 39]
['CACM-1054', 18]
['CACM-1055', 21]
['CACM-1056', 18]
['CACM-1057', 20]
['CACM-1058', 21]
['CACM-1059', 25]
['CACM-1060', 18]
['CACM-1061', 18]
['CACM-1062', 109]
['CACM-1063', 22]
['CACM-1064', 21]
['CACM-1065', 28]
['CACM-1066', 120]
['CACM-1067', 60]
['CACM-1068', 21]
['CACM-1069', 32]
['CACM-1070', 22]
['CACM-1071', 64]
['CACM-1072', 79]
['CACM-1073', 40]
['CACM-1074', 17]
['CACM-1075', 18]
['CACM-1076', 18]
['CACM-1077', 19]
['CACM-1078', 22]
['CACM-1079', 21]
['CACM-1080', 20]
['CACM-1081', 25]
['CACM-1082', 24]
['CACM-1083', 114]
['CACM-1084', 101]
['CACM-1085', 22]
['CACM-1086', 75]
['CACM-1087', 54]
['CACM-1088', 90]
['CACM-1089', 19]
['CACM-1090', 20]
['CACM-1091', 22]
['CACM-1092', 35]
['CACM-1093', 29]
['CACM-1094', 18]
['CACM-1095', 19]
['CACM-1096', 26]
['CACM-1097', 37]
['CACM-1098', 169]
['CACM-1099', 136]
['CACM-1100', 31]
['CACM-1101', 26]
['CACM-1102', 93]
['CACM-1103', 19]
['CACM-1104', 26]
['CACM-1105', 41]
['CACM-1106', 19]
['CACM-1107', 24]
['CACM-1108', 105]
['CACM-1109', 91]
['CACM-1110', 51]
['CACM-1111', 53]
['CACM-1112', 87]
['CACM-1113', 89]
['CACM-1114', 48]
['CACM-1115', 52]
['CACM-1116', 68]
['CACM-1117', 75]
['CACM-1118', 25]
['CACM-1119', 20]
['CACM-1120', 23]
['CACM-1121', 58]
['CACM-1122', 73]
['CACM-1123', 17]
['CACM-1124', 17]
['CACM-1125', 16]
['CACM-1126', 25]
['CACM-1127', 17]
['CACM-1128', 22]
['CACM-1129', 19]
['CACM-1130', 22]
['CACM-1131', 81]
['CACM-1132', 119]
['CACM-1133', 23]
['CACM-1134', 119]
['CACM-1135', 174]
['CACM-1136', 32]
['CACM-1137', 23]
['CACM-1138', 49]
['CACM-1139', 127]
['CACM-1140', 122]
['CACM-1141', 74]
['CACM-1142', 27]
['CACM-1143', 124]
['CACM-1144', 53]
['CACM-1145', 134]
['CACM-1146', 67]
['CACM-1147', 71]
['CACM-1148', 50]
['CACM-1149', 81]
['CACM-1150', 20]
['CACM-1151', 26]
['CACM-1152', 46]
['CACM-1153', 55]
['CACM-1154', 96]
['CACM-1155', 139]
['CACM-1156', 20]
['CACM-1157', 34]
['CACM-1158', 43]
['CACM-1159', 99]
['CACM-1160', 89]
['CACM-1161', 93]
['CACM-1162', 88]
['CACM-1163', 60]
['CACM-1164', 63]
['CACM-1165', 70]
