['CACM-0001', 46]
['CACM-0247', 21]
['CACM-0248', 65]
['CACM-0249', 128]
['CACM-0250', 36]
['CACM-0251', 57]
['CACM-0252', 62]
['CACM-0253', 29]
['CACM-0254', 128]
['CACM-0255', 19]
['CACM-0256', 21]
['CACM-0257', 21]
['CACM-0258', 21]
['CACM-0259', 20]
['CACM-0260', 21]
['CACM-0261', 18]
['CACM-0262', 20]
['CACM-0263', 21]
['CACM-0264', 25]
['CACM-0265', 55]
['CACM-0266', 23]
['CACM-0267', 43]
['CACM-0268', 21]
['CACM-0269', 21]
['CACM-0270', 23]
['CACM-0271', 37]
['CACM-0272', 106]
['CACM-0273', 33]
['CACM-0274', 38]
['CACM-0275', 23]
['CACM-0276', 61]
['CACM-0277', 24]
['CACM-0278', 105]
['CACM-0279', 24]
['CACM-0280', 23]
['CACM-0281', 51]
['CACM-0282', 85]
['CACM-0283', 20]
['CACM-0284', 115]
['CACM-0285', 21]
['CACM-0286', 23]
['CACM-0287', 21]
['CACM-0288', 88]
['CACM-0289', 21]
['CACM-0290', 20]
['CACM-0291', 21]
['CACM-0292', 30]
['CACM-0293', 24]
['CACM-0294', 19]
['CACM-0295', 23]
['CACM-0296', 28]
['CACM-0297', 26]
['CACM-0298', 78]
['CACM-0299', 29]
['CACM-0300', 52]
['CACM-0301', 21]
['CACM-0302', 19]
['CACM-0303', 62]
['CACM-0304', 24]
['CACM-0305', 18]
['CACM-0306', 18]
['CACM-0307', 39]
['CACM-0308', 55]
['CACM-0309', 50]
['CACM-0310', 31]
['CACM-0311', 31]
['CACM-0312', 21]
['CACM-0313', 23]
['CACM-0314', 24]
['CACM-0315', 20]
['CACM-0316', 87]
['CACM-0317', 29]
['CACM-0318', 21]
['CACM-0319', 76]
['CACM-0320', 86]
['CACM-0321', 189]
['CACM-0322', 91]
['CACM-0323', 34]
['CACM-0324', 41]
['CACM-0325', 23]
['CACM-0326', 19]
['CACM-0327', 31]
['CACM-0328', 19]
['CACM-0329', 87]
['CACM-0330', 24]
['CACM-0331', 24]
['CACM-0332', 68]
['CACM-0333', 33]
['CACM-0334', 23]
['CACM-0335', 69]
['CACM-0336', 27]
['CACM-0337', 21]
['CACM-0338', 20]
['CACM-0339', 24]
['CACM-0340', 22]
['CACM-0341', 19]
['CACM-0342', 23]
['CACM-0343', 24]
['CACM-0344', 21]
['CACM-0345', 23]
['CACM-0346', 24]
['CACM-0347', 24]
['CACM-0348', 23]
['CACM-0349', 21]
['CACM-0350', 27]
['CACM-0351', 25]
['CACM-0352', 21]
['CACM-0353', 21]
['CACM-0354', 29]
['CACM-0355', 21]
['CACM-0356', 19]
['CACM-0357', 21]
['CACM-0358', 21]
['CACM-0359', 19]
['CACM-0360', 31]
['CACM-0361', 24]
['CACM-0362', 24]
['CACM-0363', 21]
['CACM-0364', 46]
['CACM-0365', 23]
['CACM-0366', 22]
['CACM-0367', 68]
['CACM-0368', 23]
['CACM-0369', 20]
['CACM-0370', 19]
['CACM-0371', 24]
['CACM-0372', 19]
['CACM-0373', 20]
['CACM-0374', 17]
['CACM-0375', 18]
['CACM-0376', 21]
['CACM-0377', 24]
['CACM-0378', 84]
['CACM-0379', 17]
['CACM-0380', 56]
['CACM-0381', 86]
['CACM-0382', 21]
['CACM-0383', 24]
['CACM-0384', 20]
['CACM-0385', 29]
['CACM-0386', 23]
['CACM-0387', 24]
['CACM-0388', 25]
['CACM-0389', 20]
['CACM-0390', 24]
['CACM-0391', 20]
['CACM-0392', 20]
['CACM-0393', 30]
['CACM-0394', 20]
['CACM-0395', 18]
['CACM-0396', 87]
['CACM-0397', 97]
['CACM-0398', 90]
['CACM-0399', 47]
['CACM-0400', 43]
['CACM-0401', 28]
['CACM-0402', 31]
['CACM-0403', 27]
['CACM-0404', 125]
['CACM-0405', 75]
['CACM-0406', 52]
['CACM-0407', 59]
['CACM-0408', 36]
['CACM-0409', 98]
['CACM-0410', 83]
['CACM-0411', 26]
['CACM-0412', 29]
['CACM-0413', 24]
['CACM-0414', 45]
['CACM-0415', 28]
['CACM-0416', 30]
['CACM-0417', 78]
['CACM-0418', 19]
['CACM-0419', 21]
['CACM-0420', 19]
['CACM-0421', 33]
['CACM-0422', 19]
['CACM-0423', 20]
['CACM-0424', 20]
['CACM-0425', 21]
['CACM-0426', 20]
['CACM-0427', 17]
['CACM-0428', 19]
['CACM-0429', 49]
['CACM-0430', 19]
['CACM-0431', 19]
['CACM-0432', 20]
['CACM-0433', 23]
['CACM-0434', 20]
['CACM-0435', 135]
['CACM-0436', 29]
['CACM-0437', 68]
['CACM-0438', 59]
['CACM-0439', 28]
['CACM-0440', 103]
['CACM-0441', 112]
['CACM-0442', 20]
['CACM-0443', 24]
['CACM-0444', 21]
['CACM-0445', 19]
['CACM-0446', 21]
['CACM-0447', 20]
['CACM-0448', 20]
['CACM-0449', 20]
['CACM-0450', 26]
['CACM-0451', 23]
['CACM-0452', 23]
['CACM-0453', 20]
['CACM-0454', 32]
['CACM-0455', 21]
['CACM-0456', 21]
['CACM-0457', 22]
['CACM-0458', 21]
['CACM-0459', 20]
['CACM-0460', 19]
['CACM-0461', 25]
['CACM-0462', 101]
['CACM-0463', 118]
['CACM-0464', 182]
['CACM-0465', 19]
['CACM-0466', 20]
['CACM-0467', 21]
['CACM-0468', 21]
['CACM-0469', 20]
['CACM-0470', 21]
['CACM-0471', 18]
['CACM-0472', 23]
['CACM-0473', 18]
['CACM-0474', 29]
['CACM-0475', 26]
['CACM-0476', 21]
['CACM-0477', 25]
['CACM-0478', 18]
['CACM-0479', 57]
['CACM-0480', 21]
['CACM-0481', 30]
['CACM-0482', 23]
['CACM-0483', 173]
['CACM-0484', 20]
['CACM-0485', 29]
['CACM-0486', 20]
['CACM-0487', 18]
['CACM-0488', 28]
['CACM-0489', 25]
['CACM-0490', 21]
['CACM-0491', 80]
['CACM-0492', 85]
['CACM-0493', 39]
['CACM-0494', 32]
['CACM-0495', 92]
['CACM-0496', 25]
['CACM-0497', 116]
['CACM-0498', 21]
['CACM-0499', 20]
['CACM-0500', 19]
['CACM-0501', 29]
['CACM-0502', 20]
['CACM-0503', 24]
['CACM-0504', 19]
['CACM-0505', 20]
['CACM-0506', 19]
['CACM-0507', 36]
['CACM-0508', 19]
['CACM-0509', 19]
['CACM-0510', 21]
['CACM-0511', 25]
['CACM-0512', 21]
['CACM-0513', 19]
['CACM-0514', 19]
['CACM-0515', 23]
['CACM-0516', 20]
['CACM-0517', 21]
['CACM-0518', 24]
['CACM-0519', 21]
['CACM-0520', 20]
['CACM-0521', 42]
['CACM-0522', 21]
['CACM-0523', 19]
['CACM-0524', 32]
['CACM-0525', 23]
['CACM-0526', 20]
['CACM-0527', 74]
['CACM-0528', 24]
['CACM-0529', 25]
['CACM-0530', 24]
['CACM-0531', 139]
['CACM-0532', 36]
['CACM-0533', 103]
['CACM-0534', 21]
['CACM-0535', 29]
['CACM-0536', 92]
['CACM-0537', 38]
['CACM-0538', 27]
['CACM-0539', 24]
['CACM-0540', 23]
['CACM-0541', 20]
['CACM-0542', 19]
['CACM-0543', 21]
['CACM-0544', 21]
['CACM-0545', 26]
['CACM-0546', 24]
['CACM-0547', 21]
['CACM-0548', 23]
['CACM-0549', 25]
['CACM-0550', 24]
['CACM-0551', 23]
['CACM-0552', 21]
['CACM-0553', 25]
['CACM-0554', 21]
['CACM-0555', 20]
['CACM-0556', 28]
['CACM-0557', 33]
['CACM-0558', 69]
['CACM-0559', 21]
['CACM-0560', 66]
['CACM-0561', 70]
['CACM-0562', 19]
['CACM-0563', 19]
['CACM-0564', 18]
['CACM-0565', 18]
['CACM-0566', 20]
['CACM-0567', 20]
['CACM-0568', 20]
['CACM-0569', 19]
['CACM-0570', 34]
['CACM-0571', 23]
['CACM-0572', 23]
['CACM-0573', 23]
['CACM-0574', 24]
['CACM-0575', 23]
['CACM-0576', 33]
['CACM-0577', 26]
['CACM-0578', 23]
['CACM-0579', 31]
['CACM-0580', 21]
['CACM-0581', 20]
['CACM-0582', 19]
['CACM-0583', 64]
['CACM-0584', 126]
['CACM-0585', 128]
['CACM-0586', 29]
['CACM-0587', 24]
['CACM-0588', 20]
['CACM-0589', 23]
['CACM-0590', 23]
['CACM-0591', 28]
['CACM-0592', 19]
['CACM-0593', 23]
['CACM-0594', 23]
['CACM-0595', 83]
['CACM-0596', 44]
['CACM-0597', 21]
['CACM-0598', 48]
['CACM-0599', 21]
['CACM-0600', 84]
['CACM-0601', 26]
['CACM-0602', 18]
['CACM-0603', 28]
['CACM-0604', 18]
['CACM-0605', 68]
['CACM-0606', 27]
['CACM-0607', 19]
['CACM-0608', 21]
['CACM-0609', 19]
['CACM-0610', 18]
['CACM-0611', 19]
['CACM-0612', 25]
['CACM-0613', 29]
['CACM-0614', 21]
['CACM-0615', 87]
['CACM-0616', 181]
['CACM-0617', 57]
['CACM-0618', 43]
['CACM-0619', 118]
['CACM-0620', 18]
['CACM-0621', 39]
['CACM-0622', 20]
['CACM-0623', 20]
['CACM-0624', 20]
['CACM-0625', 21]
['CACM-0626', 32]
['CACM-0627', 109]
['CACM-0628', 24]
['CACM-0629', 24]
['CACM-0630', 65]
['CACM-0631', 101]
['CACM-0632', 70]
['CACM-0633', 37]
['CACM-0634', 34]
['CACM-0635', 31]
['CACM-0636', 25]
['CACM-0637', 108]
['CACM-0638', 26]
['CACM-0639', 21]
['CACM-0640', 23]
['CACM-0641', 21]
['CACM-0642', 76]
['CACM-0643', 35]
['CACM-0644', 134]
['CACM-0645', 21]
['CACM-0646', 24]
['CACM-0647', 23]
['CACM-0648', 19]
['CACM-0649', 20]
['CACM-0650', 21]
['CACM-0651', 23]
['CACM-0652', 26]
['CACM-0653', 94]
['CACM-0654', 21]
['CACM-0655', 57]
['CACM-0656', 30]
['CACM-0657', 31]
['CACM-0658', 30]
['CACM-0659', 26]
['CACM-0660', 23]
['CACM-0661', 35]
['CACM-0662', 20]
['CACM-0663', 18]
['CACM-0664', 19]
['CACM-0665', 20]
['CACM-0666', 25]
['CACM-0667', 20]
['CACM-0668', 21]
['CACM-0669', 111]
['CACM-0670', 148]
['CACM-0671', 72]
['CACM-0672', 21]
['CACM-0673', 20]
['CACM-0674', 33]
['CACM-0675', 120]
['CACM-0676', 24]
['CACM-0677', 85]
['CACM-0678', 66]
['CACM-0679', 124]
['CACM-0680', 178]
['CACM-0681', 25]
['CACM-0682', 21]
['CACM-0683', 21]
['CACM-0684', 21]
['CACM-0685', 21]
['CACM-0686', 18]
['CACM-0687', 20]
['CACM-0688', 24]
['CACM-0689', 43]
['CACM-0690', 31]
['CACM-0691', 159]
['CACM-0692', 21]
['CACM-0693', 53]
['CACM-0694', 45]
['CACM-0695', 124]
['CACM-0696', 105]
['CACM-0697', 32]
['CACM-0698', 66]
['CACM-0699', 59]
['CACM-0700', 19]
['CACM-0701', 19]
['CACM-0702', 19]
['CACM-0703', 18]
['CACM-0704', 29]
['CACM-0705', 25]
['CACM-0706', 20]
['CACM-0707', 24]
['CACM-0708', 23]
['CACM-0709', 17]
['CACM-0710', 19]
['CACM-0711', 19]
['CACM-0712', 19]
['CACM-0713', 19]
['CACM-0714', 34]
['CACM-0715', 20]
['CACM-0716', 31]
['CACM-0717', 54]
['CACM-0718', 42]
['CACM-0719', 71]
['CACM-0720', 42]
['CACM-0721', 47]
['CACM-0722', 19]
['CACM-0723', 18]
['CACM-0724', 130]
['CACM-0725', 20]
['CACM-0726', 52]
['CACM-0727', 60]
['CACM-0728', 85]
['CACM-0729', 53]
['CACM-0730', 105]
['CACM-0731', 143]
['CACM-0732', 21]
['CACM-0733', 23]
['CACM-0734', 24]
['CACM-0735', 23]
['CACM-0736', 21]
['CACM-0737', 21]
['CACM-0738', 20]
['CACM-0739', 19]
['CACM-0740', 19]
['CACM-0741', 21]
['CACM-0742', 21]
['CACM-0743', 18]
['CACM-0744', 20]
['CACM-0745', 19]
['CACM-0746', 19]
['CACM-0747', 25]
['CACM-0748', 25]
['CACM-0749', 19]
['CACM-0750', 23]
['CACM-0751', 24]
['CACM-0752', 21]
['CACM-0753', 51]
['CACM-0754', 21]
['CACM-0755', 73]
['CACM-0756', 23]
['CACM-0757', 23]
['CACM-0758', 47]
['CACM-0759', 80]
['CACM-0760', 19]
['CACM-0761', 136]
['CACM-0762', 73]
['CACM-0763', 173]
['CACM-0764', 24]
['CACM-0765', 23]
['CACM-0766', 21]
['CACM-0767', 38]
['CACM-0768', 34]
['CACM-0769', 21]
['CACM-0770', 21]
['CACM-0771', 21]
['CACM-0772', 21]
['CACM-0773', 27]
['CACM-0774', 29]
['CACM-0775', 21]
['CACM-0776', 40]
['CACM-0777', 21]
['CACM-0778', 30]
['CACM-0779', 21]
['CACM-0780', 27]
['CACM-0781', 20]
['CACM-0782', 20]
['CACM-0783', 32]
['CACM-0784', 19]
['CACM-0785', 35]
['CACM-0786', 38]
['CACM-0787', 19]
['CACM-0788', 27]
['CACM-0789', 19]
['CACM-0790', 18]
['CACM-0791', 28]
['CACM-0792', 30]
['CACM-0793', 33]
['CACM-0794', 66]
['CACM-0795', 49]
['CACM-0796', 137]
['CACM-0797', 27]
['CACM-0798', 29]
['CACM-0799', 180]
['CACM-0800', 32]
['CACM-0801', 21]
['CACM-0802', 17]
['CACM-0803', 19]
['CACM-0804', 21]
['CACM-0805', 19]
['CACM-0806', 25]
['CACM-0807', 21]
['CACM-0808', 20]
['CACM-0809', 19]
['CACM-0810', 20]
['CACM-0811', 20]
['CACM-0812', 20]
['CACM-0813', 21]
['CACM-0814', 21]
['CACM-0815', 21]
['CACM-0816', 21]
['CACM-0817', 18]
['CACM-0818', 24]
['CACM-0819', 25]
['CACM-0820', 21]
['CACM-0821', 23]
['CACM-0822', 39]
['CACM-0823', 63]
['CACM-0824', 76]
['CACM-0825', 65]
['CACM-0826', 30]
['CACM-0827', 29]
['CACM-0828', 34]
['CACM-0829', 27]
['CACM-0830', 51]
['CACM-0831', 27]
['CACM-0832', 21]
['CACM-0833', 23]
['CACM-0834', 43]
['CACM-0835', 23]
['CACM-0836', 27]
['CACM-0837', 21]
['CACM-0838', 21]
['CACM-0839', 21]
['CACM-0840', 21]
['CACM-0841', 21]
['CACM-0842', 22]
['CACM-0843', 18]
['CACM-0844', 19]
['CACM-0845', 21]
['CACM-0846', 20]
['CACM-0847', 31]
['CACM-0848', 68]
['CACM-0849', 150]
['CACM-0850', 79]
['CACM-0851', 96]
['CACM-0852', 51]
['CACM-0853', 40]
['CACM-0854', 116]
['CACM-0855', 96]
['CACM-0856', 80]
['CACM-0857', 59]
['CACM-0858', 82]
['CACM-0859', 38]
['CACM-0860', 79]
['CACM-0861', 95]
['CACM-0862', 50]
['CACM-0863', 43]
['CACM-0864', 65]
['CACM-0865', 104]
['CACM-0866', 38]
['CACM-0867', 98]
['CACM-0868', 36]
['CACM-0869', 21]
['CACM-0870', 21]
['CACM-0871', 23]
['CACM-0872', 43]
['CACM-0873', 20]
['CACM-0874', 20]
['CACM-0875', 21]
['CACM-0876', 20]
['CACM-0877', 25]
['CACM-0878', 34]
['CACM-0879', 29]
['CACM-0880', 21]
['CACM-0881', 23]
['CACM-0882', 20]
['CACM-0883', 21]
['CACM-0884', 28]
['CACM-0885', 25]
['CACM-0886', 21]
['CACM-0887', 32]
['CACM-0888', 31]
['CACM-0889', 21]
['CACM-0890', 40]
['CACM-0891', 78]
['CACM-0892', 65]
['CACM-0893', 72]
['CACM-0894', 72]
['CACM-0895', 30]
['CACM-0896', 20]
['CACM-0897', 27]
['CACM-0898', 18]
['CACM-0899', 20]
['CACM-0900', 19]
['CACM-0901', 20]
['CACM-0902', 28]
['CACM-0903', 20]
['CACM-0904', 20]
['CACM-0905', 20]
['CACM-0906', 20]
['CACM-0907', 29]
['CACM-0908', 19]
['CACM-0909', 24]
['CACM-0910', 20]
['CACM-0911', 40]
['CACM-0912', 29]
['CACM-0913', 17]
['CACM-0914', 50]
['CACM-0915', 49]
['CACM-0916', 17]
['CACM-0917', 50]
['CACM-0918', 17]
['CACM-0919', 112]
['CACM-0920', 27]
['CACM-0921', 21]
['CACM-0922', 19]
['CACM-0923', 19]
['CACM-0924', 18]
['CACM-0925', 24]
['CACM-0926', 18]
['CACM-0927', 26]
['CACM-0928', 20]
['CACM-0929', 23]
['CACM-0930', 21]
['CACM-0931', 37]
['CACM-0932', 25]
['CACM-0933', 20]
['CACM-0934', 20]
['CACM-0935', 21]
['CACM-0936', 21]
['CACM-0937', 24]
['CACM-0938', 18]
['CACM-0939', 20]
['CACM-0940', 65]
['CACM-0941', 50]
['CACM-0942', 98]
['CACM-0943', 21]
['CACM-0944', 103]
['CACM-0945', 52]
['CACM-0946', 33]
['CACM-0947', 26]
['CACM-0948', 26]
['CACM-0949', 114]
['CACM-0950', 79]
['CACM-0951', 52]
['CACM-0952', 21]
['CACM-0953', 26]
['CACM-0954', 29]
['CACM-0955', 23]
['CACM-0956', 21]
['CACM-0957', 21]
['CACM-0958', 21]
['CACM-0959', 23]
['CACM-0960', 21]
['CACM-0961', 41]
['CACM-0962', 77]
['CACM-0963', 56]
['CACM-0964', 136]
['CACM-0965', 21]
['CACM-0966', 21]
['CACM-0967', 26]
['CACM-0968', 26]
['CACM-0969', 26]
['CACM-0970', 51]
['CACM-0971', 59]
['CACM-0972', 127]
['CACM-0973', 76]
['CACM-0974', 55]
['CACM-0975', 32]
['CACM-0976', 20]
['CACM-0977', 26]
['CACM-0978', 20]
['CACM-0979', 23]
['CACM-0980', 50]
['CACM-0981', 64]
['CACM-0982', 68]
['CACM-0983', 25]
['CACM-0984', 63]
['CACM-0985', 19]
['CACM-0986', 32]
['CACM-0987', 55]
['CACM-0988', 38]
['CACM-0989', 134]
['CACM-0990', 138]
['CACM-0991', 23]
['CACM-0992', 21]
['CACM-0993', 21]
['CACM-0994', 20]
['CACM-0995', 19]
['CACM-0996', 30]
['CACM-0997', 25]
['CACM-0998', 20]
['CACM-0999', 19]
['CACM-1000', 19]
['CACM-1001', 76]
['CACM-1002', 88]
['CACM-1003', 139]
['CACM-1004', 19]
['CACM-1005', 21]
['CACM-1006', 44]
['CACM-1007', 106]
['CACM-1008', 61]
['CACM-1009', 40]
['CACM-1010', 78]
['CACM-1011', 23]
['CACM-1012', 151]
['CACM-1013', 75]
['CACM-1014', 70]
['CACM-1015', 62]
['CACM-1016', 33]
['CACM-1017', 30]
['CACM-1018', 20]
['CACM-1019', 21]
['CACM-1020', 26]
['CACM-1021', 21]
['CACM-1022', 24]
['CACM-1023', 35]
['CACM-1024', 63]
['CACM-1025', 83]
['CACM-1026', 76]
['CACM-1027', 20]
['CACM-1028', 99]
['CACM-1029', 126]
['CACM-1030', 74]
['CACM-1031', 41]
['CACM-1032', 108]
['CACM-1033', 100]
['CACM-1034', 70]
['CACM-1035', 76]
['CACM-1036', 21]
['CACM-1037', 30]
['CACM-1038', 23]
['CACM-1039', 23]
['CACM-1040', 43]
['CACM-1041', 20]
['CACM-1042', 23]
['CACM-1043', 57]
['CACM-1044', 48]
['CACM-1045', 50]
['CACM-1046', 166]
['CACM-1047', 57]
['CACM-1048', 69]
['CACM-1049', 77]
['CACM-1050', 67]
['CACM-1051', 164]
['CACM-1052', 68]
['CACM-1053', 42]
['CACM-1054', 19]
['CACM-1055', 24]
['CACM-1056', 18]
['CACM-1057', 20]
['CACM-1058', 20]
['CACM-1059', 28]
['CACM-1060', 18]
['CACM-1061', 18]
['CACM-1062', 113]
['CACM-1063', 23]
['CACM-1064', 20]
['CACM-1065', 27]
['CACM-1066', 120]
['CACM-1067', 56]
['CACM-1068', 25]
['CACM-1069', 32]
['CACM-1070', 23]
['CACM-1071', 62]
['CACM-1072', 79]
['CACM-1073', 42]
['CACM-1074', 18]
['CACM-1075', 19]
['CACM-1076', 19]
['CACM-1077', 20]
['CACM-1078', 21]
['CACM-1079', 21]
['CACM-1080', 21]
['CACM-1081', 27]
['CACM-1082', 25]
['CACM-1083', 118]
['CACM-1084', 103]
['CACM-1085', 23]
['CACM-1086', 80]
['CACM-1087', 53]
['CACM-1088', 86]
['CACM-1089', 20]
['CACM-1090', 21]
['CACM-1091', 22]
['CACM-1092', 41]
['CACM-1093', 31]
['CACM-1094', 19]
['CACM-1095', 20]
['CACM-1096', 28]
['CACM-1097', 35]
['CACM-1098', 179]
['CACM-1099', 136]
['CACM-1100', 33]
['CACM-1101', 27]
['CACM-1102', 99]
['CACM-1103', 21]
['CACM-1104', 27]
['CACM-1105', 42]
['CACM-1106', 20]
['CACM-1107', 27]
['CACM-1108', 106]
['CACM-1109', 94]
['CACM-1110', 56]
['CACM-1111', 53]
['CACM-1112', 87]
['CACM-1113', 84]
['CACM-1114', 49]
['CACM-1115', 49]
['CACM-1116', 68]
['CACM-1117', 73]
['CACM-1118', 25]
['CACM-1119', 22]
['CACM-1120', 24]
['CACM-1121', 56]
['CACM-1122', 73]
['CACM-1123', 18]
['CACM-1124', 18]
['CACM-1125', 18]
['CACM-1126', 26]
['CACM-1127', 18]
['CACM-1128', 24]
['CACM-1129', 20]
['CACM-1130', 24]
['CACM-1131', 83]
['CACM-1132', 122]
['CACM-1133', 23]
['CACM-1134', 118]
['CACM-1135', 171]
['CACM-1136', 33]
['CACM-1137', 25]
['CACM-1138', 51]
['CACM-1139', 140]
['CACM-1140', 134]
['CACM-1141', 85]
['CACM-1142', 27]
['CACM-1143', 121]
['CACM-1144', 53]
['CACM-1145', 129]
['CACM-1146', 66]
['CACM-1147', 70]
['CACM-1148', 49]
['CACM-1149', 82]
['CACM-1150', 19]
['CACM-1151', 25]
['CACM-1152', 46]
['CACM-1153', 53]
['CACM-1154', 96]
['CACM-1155', 133]
['CACM-1156', 21]
['CACM-1157', 37]
['CACM-1158', 42]
['CACM-1159', 97]
['CACM-1160', 92]
['CACM-1161', 95]
['CACM-1162', 89]
['CACM-1163', 58]
['CACM-1164', 64]
['CACM-1165', 72]
